Tray location,Substrate,Germ Date (NA=did not germinate)
7e12,Filter,NA
8e12,Filter,NA
1b19,Filter,NA
2b19,Filter,NA
3b19,Filter,NA
4b19,Filter,NA
5f12,Filter,NA
6f12,Filter,12/1/2015
7f12,Filter,11/27/2015
8f12,Filter,NA
1c19,Filter,12/1/2015
2c19,Filter,NA
3c19,Filter,12/1/2015
4c19,Filter,NA
5g12,Filter,NA
6g12,Filter,12/3/2015
7g12,Filter,11/27/2015
8g12,Filter,12/3/2015
1d19,Filter,NA
2d19,Filter,12/1/2015
3d19,Filter,NA
4d19,Filter,NA
5h12,Filter,12/3/2015
6h12,Filter,12/3/2015
7h12,Filter,12/1/2015
8h12,Filter,11/27/2015
1e19,Filter,12/3/2015
2e19,Filter,NA
3e19,Filter,12/3/2015
4e19,Filter,12/3/2015
5a13,Filter,NA
6a13,Filter,12/3/2015
7a13,Filter,NA
8a13,Filter,NA
1f19,Filter,NA
2f19,Filter,NA
3f19,Filter,NA
4f19,Filter,NA
5b13,Filter,NA
6b13,Filter,12/3/2015
7b13,Filter,11/27/2015
8b13,Filter,12/1/2015
1g19,Filter,NA
2g19,Filter,NA
3g19,Filter,NA
4g19,Filter,NA
5c13,Filter,NA
6c13,Filter,NA
7c13,Filter,NA
8c13,Filter,NA
1h19,Filter,NA
2h19,Filter,12/3/2015
3h19,Filter,NA
4h19,Filter,NA
5d13,Filter,NA
6d13,Filter,12/1/2015
7d13,Filter,12/5/2015
8d13,Filter,11/27/2015
1a20,Filter,NA
2a20,Filter,11/29/2015
3a20,Filter,12/1/2015
4a20,Filter,NA
5e13,Filter,12/3/2015
6e13,Filter,12/3/2015
7e13,Filter,NA
8e13,Filter,11/27/2015
1b20,Filter,12/1/2015
2b20,Filter,12/1/2015
3b20,Filter,NA
4b20,Filter,NA
5f13,Filter,NA
6f13,Filter,12/1/2015
7f13,Filter,11/27/2015
8f13,Filter,12/1/2015
1c20,Filter,12/1/2015
2c20,Filter,11/29/2015
3c20,Filter,11/27/2015
4c20,Filter,11/29/2015
5f13,Filter,NA
6g13,Filter,12/1/2015
7g13,Filter,11/27/2015
8g13,Filter,11/29/2015
1d20,Filter,12/1/2015
2d20,Filter,11/29/2015
3d20,Filter,NA
4d20,Filter,12/1/2015
5g13,Filter,12/1/2015
6h13,Filter,12/3/2015
7h13,Filter,11/27/2015
8h13,Filter,12/1/2015
1e20,Filter,11/29/2015
2e20,Filter,12/1/2015
3e20,Filter,11/29/2015
4e20,Filter,11/27/2015
5h13,Filter,NA
6a14,Filter,12/1/2015
7a14,Filter,11/27/2015
8a14,Filter,12/3/2015
1f20,Filter,12/3/2015
2f20,Filter,12/3/2015
3f20,Filter,11/27/2015
4f20,Filter,12/1/2015
5a14,Filter,12/1/2015
6b14,Filter,12/3/2015
7b14,Filter,12/3/2015
8b14,Filter,NA
1g20,Filter,11/29/2015
2g20,Filter,11/27/2015
3g20,Filter,12/1/2015
4g20,Filter,11/27/2015
5b14,Filter,NA
6c14,Filter,11/29/2015
7c14,Filter,11/27/2015
8c14,Filter,11/27/2015
1h20,Filter,NA
2h20,Filter,11/29/2015
3h20,Filter,11/29/2015
4h20,Filter,11/27/2015
5c14,Filter,12/1/2015
6d14,Filter,12/1/2015
7d14,Filter,11/27/2015
8d14,Filter,11/27/2015
1a21,Filter,NA
2a21,Filter,11/27/2015
3a21,Filter,11/27/2015
4a21,Filter,NA
5d14,Filter,12/1/2015
6e14,Filter,NA
7e14,Filter,11/27/2015
8e14,Filter,11/27/2015
1b21,Filter,NA
1c21,Filter,NA
2b21,Filter,NA
2c21,Filter,11/29/2015
3b21,Filter,12/3/2015
3c21,Filter,12/3/2015
4b21,Filter,NA
4c21,Filter,11/27/2015
5e14,Filter,12/1/2015
5f14,Filter,NA
6f14,Filter,12/3/2015
6g14,Filter,NA
7f14,Filter,11/27/2015
7g14,Filter,11/29/2015
8f14,Filter,11/27/2015
8g14,Filter,11/27/2015
1d21,Filter,12/3/2015
2d21,Filter,11/29/2015
3d21,Filter,12/3/2015
4d21,Filter,11/27/2015
5h14,Filter,NA
6h14,Filter,12/1/2015
7h14,Filter,11/27/2015
8h14,Filter,11/27/2015
1e21,Filter,12/1/2015
2e21,Filter,11/29/2015
3e21,Filter,NA
4e21,Filter,11/27/2015
5a15,Filter,12/1/2015
6a15,Filter,12/3/2015
7a15,Filter,11/29/2015
8a15,Filter,11/27/2015
1f21,Filter,11/29/2015
2f21,Filter,NA
3f21,Filter,12/3/2015
4f21,Filter,11/27/2015
5b15,Filter,12/3/2015
6b15,Filter,NA
7b15,Filter,11/29/2015
8b15,Filter,11/29/2015
1g21,Filter,11/29/2015
2g21,Filter,11/29/2015
3g21,Filter,12/3/2015
4g21,Filter,NA
5c15,Filter,12/3/2015
6c15,Filter,12/1/2015
7c15,Filter,11/27/2015
8c15,Filter,11/27/2015
1h21,Filter,11/29/2015
2h21,Filter,12/1/2015
3h21,Filter,11/29/2015
4h21,Filter,NA
5d15,Filter,12/1/2015
6d15,Filter,12/1/2015
7d15,Filter,11/29/2015
8d15,Filter,11/27/2015
1a22,Filter,11/29/2015
1b22,Filter,11/29/2015
2a22,Filter,11/29/2015
2b22,Filter,11/29/2015
3a22,Filter,11/27/2015
3b22,Filter,11/27/2015
4a22,Filter,11/27/2015
4b22,Filter,11/27/2015
5e15A,Filter,12/1/2015
5e15B,Filter,NA
6e15A,Filter,12/1/2015
6e15B,Filter,NA
7e15A,Filter,11/27/2015
7e15B,Filter,NA
8e15A,Filter,11/27/2015
8e15B,Filter,11/27/2015
1c22,Filter,11/29/2015
2c22,Filter,11/27/2015
3c22,Filter,11/29/2015
4c22,Filter,11/27/2015
5f15,Filter,12/3/2015
6f15,Filter,12/1/2015
7f15,Filter,11/27/2015
8f15,Filter,11/27/2015
1d22,Filter,11/29/2015
2d22,Filter,11/29/2015
3d22,Filter,NA
4d22,Filter,11/29/2015
5g15,Filter,12/1/2015
6g15,Filter,12/1/2015
7g15,Filter,11/27/2015
8g15,Filter,11/27/2015
1e22,Filter,11/29/2015
2e22,Filter,11/27/2015
3e22,Filter,11/29/2015
4e22,Filter,11/29/2015
5h15,Filter,12/1/2015
6h15,Filter,12/3/2015
7h15,Filter,11/27/2015
8h15,Filter,11/27/2015
1f22,Filter,NA
2f22,Filter,11/29/2015
3f22,Filter,12/1/2015
4f22,Filter,NA
5a16,Filter,NA
6a16,Filter,12/5/2015
7a16,Filter,11/27/2015
8a16,Filter,NA
1g22,Filter,NA
2g22,Filter,11/29/2015
3g22,Filter,12/1/2015
4g22,Filter,11/29/2015
5b16,Filter,12/3/2015
6b16,Filter,12/3/2015
7b16,Filter,NA
8b16,Filter,11/29/2015
1a23,Filter,12/1/2015
1h22,Filter,12/1/2015
2a23,Filter,12/3/2015
2h22,Filter,12/7/2015
3a23,Filter,12/1/2015
3h22,Filter,NA
4a23,Filter,11/29/2015
4h22,Filter,NA
5c16,Filter,12/5/2015
6c16,Filter,12/5/2015
7c16,Filter,11/29/2015
8c16,Filter,11/29/2015
1b23,Filter,12/1/2015
2b23,Filter,11/29/2015
3b23,Filter,11/29/2015
4b23,Filter,11/27/2015
5d16,Filter,12/1/2015
6d16,Filter,12/1/2015
7d16,Filter,11/29/2015
8d16,Filter,11/27/2015
1c23,Filter,12/3/2015
2c23,Filter,11/29/2015
3c23,Filter,12/1/2015
4c23,Filter,11/27/2015
5e16,Filter,NA
6e16,Filter,12/1/2015
7e16,Filter,NA
8e16,Filter,11/27/2015
1d23,Filter,11/29/2015
2d23,Filter,11/29/2015
3d23,Filter,12/1/2015
4d23,Filter,11/27/2015
5f16,Filter,12/5/2015
6f16,Filter,12/3/2015
7f16,Filter,11/29/2015
8f16,Filter,11/27/2015
1e23,Filter,11/29/2015
2e23,Filter,11/29/2015
3e23,Filter,11/27/2015
4e23,Filter,11/27/2015
5g16,Filter,NA
6g16,Filter,12/1/2015
7g16,Filter,11/29/2015
8g16,Filter,11/27/2015
1f23,Filter,NA
2f23,Filter,11/29/2015
3f23,Filter,11/27/2015
4f23,Filter,11/29/2015
5h16,Filter,12/3/2015
6h16,Filter,12/1/2015
7h16,Filter,11/29/2015
8h16,Filter,11/27/2015
1g23,Filter,12/1/2015
2g23,Filter,12/1/2015
3g23,Filter,11/27/2015
4g23,Filter,NA
5a17,Filter,NA
6a17,Filter,NA
7a17,Filter,11/29/2015
8a17,Filter,NA
1c2,Filter,NA
2c2,Filter,NA
3c2,Filter,NA
4c2,Filter,NA
5d6,Filter,NA
6d6,Filter,NA
7d6,Filter,12/3/2015
8d6,Filter,NA
1d2,Filter,12/3/2015
2d2,Filter,12/1/2015
3d2,Filter,12/1/2015
4d2,Filter,NA
5e6,Filter,12/5/2015
6e6,Filter,NA
7e6,Filter,11/29/2015
8e6,Filter,NA
1e2,Filter,12/5/2015
1f2,Filter,NA
2e2,Filter,12/1/2015
2f2,Filter,12/1/2015
3e2,Filter,11/27/2015
3f2,Filter,12/1/2015
4e2,Filter,NA
4f2,Filter,NA
5f6A,Filter,NA
5f6B,Filter,NA
6f6A,Filter,12/1/2015
6f6B,Filter,NA
7f6A,Filter,11/29/2015
7f6B,Filter,NA
8f6A,Filter,NA
8f6B,Filter,NA
1g2,Filter,12/3/2015
2g2,Filter,12/1/2015
3g2,Filter,11/27/2015
4g2,Filter,12/5/2015
5g6,Filter,12/5/2015
6g6,Filter,12/7/2015
7g6,Filter,11/29/2015
8g6,Filter,NA
1h2,Filter,12/3/2015
2h2,Filter,12/1/2015
3h2,Filter,11/27/2015
4h2,Filter,12/5/2015
5h6,Filter,NA
6h6,Filter,12/7/2015
7h6,Filter,11/27/2015
8h6,Filter,NA
1a3,Filter,12/3/2015
2a3,Filter,NA
3a3,Filter,11/29/2015
4a3,Filter,11/27/2015
5a7,Filter,NA
6a7,Filter,NA
7a7,Filter,11/29/2015
8a7,Filter,NA
1b3,Filter,12/3/2015
2b3,Filter,NA
3b3,Filter,11/27/2015
4b3,Filter,NA
5b7,Filter,NA
6b7,Filter,NA
7b7,Filter,11/29/2015
8b7,Filter,NA
1c3,Filter,12/7/2015
2c3,Filter,12/1/2015
3c3,Filter,11/27/2015
4c3,Filter,NA
5c7,Filter,NA
6c7,Filter,NA
7c7,Filter,11/27/2015
8c7,Filter,NA
1d3,Filter,NA
2d3,Filter,NA
3d3,Filter,NA
4d3,Filter,NA
5d7,Filter,12/1/2015
6d7,Filter,NA
7d7,Filter,NA
8d7,Filter,NA
10e6A,Filter,12/1/2015
10e6B,Filter,12/1/2015
10e6C,Filter,12/3/2015
10e6D,Filter,12/9/2015
10e6E,Filter,NA
11e6A,Filter,11/27/2015
11e6B,Filter,11/27/2015
11e6C,Filter,11/27/2015
11e6D,Filter,11/29/2015
11e6E,Filter,NA
12e6A,Filter,11/29/2015
12e6B,Filter,11/29/2015
12e6C,Filter,11/29/2015
12e6D,Filter,11/29/2015
12e6E,Filter,NA
5a4,Filter,12/1/2015
6a4A,Filter,12/1/2015
6a4B,Filter,NA
6a4C,Filter,NA
6a4D,Filter,NA
6a4E,Filter,NA
7a4A,Filter,11/27/2015
7a4B,Filter,11/27/2015
7a4C,Filter,11/27/2015
7a4D,Filter,11/27/2015
7a4E,Filter,11/27/2015
8a4A,Filter,11/27/2015
8a4B,Filter,12/3/2015
8a4C,Filter,12/5/2015
8a4D,Filter,12/5/2015
8a4E,Filter,NA
9e6A,Filter,12/9/2015
9e6B,Filter,12/9/2015
9e6C,Filter,12/9/2015
9e6D,Filter,NA
9e6E,Filter,NA
10f6,Filter,12/1/2015
11f6,Filter,11/29/2015
12f6,Filter,11/29/2015
5b4,Filter,12/1/2015
6b4,Filter,12/1/2015
7b4,Filter,11/27/2015
8b4,Filter,11/29/2015
9f6,Filter,12/9/2015
10c7,Filter,NA
10g6,Filter,11/29/2015
11c7,Filter,11/29/2015
11g6,Filter,11/27/2015
12c7,Filter,NA
12g6,Filter,11/29/2015
5c4,Filter,12/3/2015
6c4,Filter,12/1/2015
6g4,Filter,12/1/2015
7c4,Filter,11/27/2015
7g4,Filter,NA
8c4,Filter,12/1/2015
8g4,Filter,NA
9g6,Filter,12/9/2015
10d7,Filter,NA
10h6,Filter,11/29/2015
11d7,Filter,11/27/2015
11h6,Filter,11/27/2015
12d7,Filter,NA
12h6,Filter,11/29/2015
5d4,Filter,12/3/2015
5h4,Filter,NA
6d4,Filter,12/1/2015
6h4,Filter,12/1/2015
7d4,Filter,11/29/2015
7h4,Filter,NA
8d4,Filter,11/27/2015
8h4,Filter,11/29/2015
9d7,Filter,NA
9h6,Filter,12/9/2015
10a7,Filter,11/29/2015
11a7,Filter,11/27/2015
12a7,Filter,11/29/2015
5e4,Filter,12/1/2015
6e4,Filter,12/1/2015
7e4,Filter,11/27/2015
8e4,Filter,11/27/2015
9a7,Filter,12/9/2015
10b7,Filter,12/1/2015
11b7,Filter,11/27/2015
12b7,Filter,11/29/2015
5f4,Filter,12/1/2015
6f4,Filter,12/1/2015
7f4,Filter,11/27/2015
8f4,Filter,11/27/2015
9b7,Filter,12/9/2015
10h5,Filter,12/1/2015
11h5,Filter,11/27/2015
12h5,Filter,11/29/2015
5d3,Filter,12/3/2015
6d3,Filter,12/1/2015
7d3,Filter,11/29/2015
8d3,Filter,12/1/2015
9h5,Filter,12/9/2015
10a6,Filter,12/3/2015
11a6,Filter,11/29/2015
12a6,Filter,11/29/2015
5e3,Filter,12/9/2015
6e3,Filter,12/3/2015
7e3,Filter,11/29/2015
8e3,Filter,12/3/2015
9a6,Filter,12/13/2015
10b6,Filter,12/1/2015
11b6,Filter,11/29/2015
12b6,Filter,11/29/2015
5f3,Filter,NA
6f3,Filter,12/11/2015
7f3,Filter,11/29/2015
8f3,Filter,12/1/2015
9b6,Filter,NA
10c6,Filter,12/1/2015
11c6,Filter,11/27/2015
12c6,Filter,11/29/2015
5g3,Filter,12/9/2015
6g3,Filter,12/11/2015
7g3,Filter,12/1/2015
8g3,Filter,12/1/2015
9c6,Filter,12/11/2015
10d6,Filter,12/1/2015
11d6,Filter,11/27/2015
12d6,Filter,11/29/2015
5h3,Filter,12/5/2015
6h3,Filter,12/1/2015
7h3,Filter,11/27/2015
8h3,Filter,11/29/2015
9d6,Filter,12/9/2015
10c5,Filter,12/1/2015
11c5,Filter,11/27/2015
12c5,Filter,11/29/2015
5g2,Filter,12/3/2015
6g2,Filter,12/5/2015
7g2,Filter,11/29/2015
8g2,Filter,11/29/2015
9c5,Filter,12/5/2015
10d5,Filter,12/1/2015
11d5,Filter,11/27/2015
12d5,Filter,11/29/2015
5h2,Filter,12/3/2015
6h2,Filter,12/1/2015
7h2,Filter,11/29/2015
8h2,Filter,11/29/2015
9d5,Filter,12/3/2015
10e5,Filter,12/1/2015
11e5,Filter,NA
12e5,Filter,11/29/2015
5a3,Filter,12/5/2015
6a3,Filter,12/1/2015
7a3,Filter,11/27/2015
8a3,Filter,12/1/2015
9e5,Filter,12/9/2015
10f5,Filter,12/1/2015
11f5,Filter,11/27/2015
12f5,Filter,11/29/2015
5b3,Filter,12/9/2015
6b3,Filter,12/1/2015
7b3,Filter,11/29/2015
8b3,Filter,12/1/2015
9f5,Filter,12/3/2015
10g5,Filter,12/1/2015
11g5,Filter,11/27/2015
12g5,Filter,11/29/2015
5c3,Filter,12/1/2015
6c3,Filter,12/1/2015
7c3,Filter,11/27/2015
8c3,Filter,12/1/2015
9g5,Filter,12/9/2015
5g4,Filter,12/1/2015
9c7,Filter,NA
10g3,Filter,12/1/2015
11g3,Filter,NA
12g3,Filter,12/1/2015
5b1,Filter,12/7/2015
6b1,Filter,NA
7b1,Filter,11/29/2015
8b1,Filter,NA
9g3,Filter,NA
10h3,Filter,12/1/2015
11h3,Filter,NA
12h3,Filter,12/1/2015
5c1,Filter,12/7/2015
6c1,Filter,12/7/2015
7c1,Filter,11/29/2015
8c1,Filter,NA
9h3,Filter,NA
10a4,Filter,12/1/2015
11a4,Filter,12/7/2015
12a4,Filter,12/1/2015
5d1,Filter,12/7/2015
6d1,Filter,NA
7d1,Filter,11/29/2015
8d1,Filter,NA
9a4,Filter,NA
10b4,Filter,12/1/2015
11b4,Filter,12/7/2015
12b4,Filter,12/1/2015
5e1,Filter,12/1/2015
6e1,Filter,NA
7e1,Filter,11/29/2015
8e1,Filter,NA
9b4,Filter,NA
10c4,Filter,12/1/2015
11c4,Filter,11/29/2015
12c4,Filter,12/1/2015
5f1,Filter,12/7/2015
6f1,Filter,12/7/2015
7f1,Filter,11/29/2015
8f1,Filter,NA
9c4,Filter,NA
1b8,Filter,NA
1c8,Filter,NA
1d8,Filter,NA
2b8,Filter,11/29/2015
2c8,Filter,12/1/2015
3b8,Filter,NA
3c8,Filter,NA
4b8,Filter,NA
4c8,Filter,NA
5a19,Filter,12/5/2015
5b19,Filter,12/3/2015
5h18,Filter,12/3/2015
6a19,Filter,NA
6h18,Filter,12/9/2015
7a19,Filter,11/29/2015
7h18,Filter,12/1/2015
8a19,Filter,12/9/2015
8h18,Filter,NA
1e8,Filter,12/5/2015
2d8,Filter,12/3/2015
2e8,Filter,12/3/2015
3d8,Filter,NA
3e8,Filter,12/3/2015
4d8,Filter,NA
4e8,Filter,NA
5c19,Filter,12/5/2015
6b19,Filter,NA
6c19,Filter,NA
7b19,Filter,11/29/2015
7c19,Filter,11/29/2015
8b19,Filter,12/5/2015
8c19,Filter,NA
1f8,Filter,12/5/2015
2f8,Filter,12/3/2015
3f8,Filter,12/3/2015
4f8,Filter,NA
5d19,Filter,12/5/2015
6d19,Filter,NA
7d19,Filter,11/29/2015
8d19,Filter,12/13/2015
1g8,Filter,12/3/2015
2g8,Filter,11/29/2015
3g8,Filter,12/5/2015
4g8,Filter,NA
5e19,Filter,12/3/2015
6e19,Filter,12/1/2015
7e19,Filter,12/1/2015
8e19,Filter,NA
1h8,Filter,12/3/2015
2h8,Filter,12/1/2015
3h8,Filter,12/3/2015
4h8,Filter,NA
5f19,Filter,12/3/2015
6f19,Filter,NA
7f19,Filter,12/1/2015
8f19,Filter,NA
1a9,Filter,12/3/2015
2a9,Filter,12/3/2015
3a9,Filter,NA
4a9,Filter,NA
5g19,Filter,12/3/2015
6g19,Filter,NA
7g19,Filter,12/1/2015
8g19,Filter,NA
1b9,Filter,12/3/2015
2b9,Filter,12/1/2015
3b9,Filter,11/29/2015
4b9,Filter,NA
5h19,Filter,12/3/2015
6h19,Filter,12/9/2015
7h19,Filter,11/29/2015
8h19,Filter,12/5/2015
1c9,Filter,12/5/2015
2c9,Filter,12/1/2015
3c9,Filter,NA
4c9,Filter,NA
5a20,Filter,12/3/2015
6a20,Filter,12/5/2015
7a20,Filter,11/29/2015
8a20,Filter,NA
1d9,Filter,12/5/2015
2d9,Filter,12/3/2015
3d9,Filter,NA
4d9,Filter,NA
5b20,Filter,12/3/2015
6b20,Filter,12/5/2015
7b20,Filter,11/29/2015
8b20,Filter,NA
1e9,Filter,12/5/2015
2e9,Filter,12/1/2015
3e9,Filter,NA
4e9,Filter,12/7/2015
5c20,Filter,12/3/2015
6c20,Filter,12/5/2015
7c20,Filter,11/29/2015
8c20,Filter,NA
1f9,Filter,12/3/2015
2f9,Filter,12/1/2015
3f9,Filter,12/3/2015
4f9,Filter,12/3/2015
5d20,Filter,12/3/2015
6d20,Filter,12/3/2015
7d20,Filter,12/1/2015
8d20,Filter,NA
1g9,Filter,12/3/2015
2g9,Filter,12/1/2015
3g9,Filter,NA
4g9,Filter,NA
5e20,Filter,12/3/2015
6e20,Filter,12/3/2015
7e20,Filter,12/1/2015
8e20,Filter,12/1/2015
1h9,Filter,12/1/2015
2h9,Filter,12/1/2015
3h9,Filter,12/3/2015
4h9,Filter,NA
5f20,Filter,12/3/2015
6f20,Filter,12/3/2015
7f20,Filter,11/29/2015
8f20,Filter,11/29/2015
10d4,Filter,11/29/2015
12d4,Filter,11/27/2015
5g1,Filter,11/29/2015
6g1,Filter,NA
7g1,Filter,11/27/2015
8g1,Filter,11/29/2015
9d4,Filter,NA
10e4,Filter,NA
11e4,Filter,12/7/2015
12e4,Filter,11/27/2015
9e4,Filter,NA
10f4,Filter,11/29/2015
11f4,Filter,11/29/2015
12f4,Filter,11/27/2015
5h1,Filter,12/3/2015
6h1,Filter,NA
7h1,Filter,11/29/2015
8h1,Filter,11/29/2015
9f4,Filter,12/1/2015
10g4,Filter,12/3/2015
11g4,Filter,11/27/2015
12g4,Filter,11/27/2015
5a2,Filter,12/1/2015
6a2,Filter,12/1/2015
7a2,Filter,11/29/2015
8a2,Filter,12/1/2015
9g4,Filter,12/1/2015
10h4,Filter,11/29/2015
11h4,Filter,NA
12h4,Filter,11/27/2015
5b2,Filter,11/29/2015
6b2,Filter,NA
7b2,Filter,12/1/2015
8b2,Filter,12/1/2015
9h4,Filter,12/1/2015
10a5,Filter,NA
11a5,Filter,11/27/2015
12a5,Filter,11/29/2015
5c2,Filter,12/3/2015
6c2,Filter,NA
7c2,Filter,NA
8c2,Filter,12/1/2015
9a5,Filter,12/1/2015
10b5,Filter,11/29/2015
11b5,Filter,11/27/2015
12b5,Filter,11/27/2015
5d2,Filter,NA
5e2,Filter,NA
5f2,Filter,12/3/2015
6d2,Filter,NA
6e2,Filter,NA
6f2,Filter,NA
7d2,Filter,11/27/2015
7e2,Filter,11/27/2015
7f2,Filter,NA
8d2,Filter,NA
8e2,Filter,12/1/2015
8f2,Filter,12/1/2015
9b5,Filter,12/5/2015
1a10,Filter,11/29/2015
2a10,Filter,NA
3a10,Filter,NA
4a10,Filter,NA
5g20,Filter,12/3/2015
6g20,Filter,12/5/2015
7g20,Filter,NA
8g20,Filter,12/3/2015
1b10,Filter,11/29/2015
2b10,Filter,11/29/2015
3b10,Filter,NA
4b10,Filter,NA
5h20,Filter,12/1/2015
6h20,Filter,12/5/2015
7h20,Filter,NA
8h20,Filter,12/1/2015
1c10,Filter,11/29/2015
2c10,Filter,11/29/2015
3c10,Filter,NA
4c10,Filter,NA
5a21,Filter,12/1/2015
6a21,Filter,12/1/2015
7a21,Filter,12/1/2015
8a21,Filter,NA
1d10,Filter,11/29/2015
2d10,Filter,11/29/2015
3d10,Filter,NA
4d10,Filter,NA
5b21,Filter,12/1/2015
6b21,Filter,12/1/2015
7b21,Filter,12/1/2015
8b21,Filter,NA
1e10,Filter,12/1/2015
2e10,Filter,11/29/2015
3e10,Filter,12/1/2015
4e10,Filter,NA
5c21,Filter,11/29/2015
6c21,Filter,12/1/2015
7c21,Filter,11/27/2015
8c21,Filter,11/27/2015
1f10,Filter,12/1/2015
2f10,Filter,12/1/2015
3f10,Filter,11/29/2015
4f10,Filter,NA
5d21,Filter,11/27/2015
6d21,Filter,12/1/2015
7d21,Filter,11/27/2015
8d21,Filter,11/29/2015
1g10,Filter,12/3/2015
2g10,Filter,12/1/2015
3g10,Filter,12/1/2015
4g10,Filter,NA
5e21,Filter,12/1/2015
6e21,Filter,12/1/2015
7e21,Filter,11/27/2015
8e21,Filter,11/27/2015
1h10,Filter,12/1/2015
2h10,Filter,12/1/2015
3h10,Filter,11/29/2015
4h10,Filter,12/3/2015
5f21,Filter,12/1/2015
6f21,Filter,12/1/2015
7f21,Filter,11/27/2015
8f21,Filter,11/29/2015
1a11,Filter,11/29/2015
2a11,Filter,12/1/2015
3a11,Filter,NA
4a11,Filter,NA
5g21,Filter,12/1/2015
6g21,Filter,12/1/2015
7g21,Filter,11/29/2015
8g21,Filter,12/3/2015
1b11,Filter,11/29/2015
2b11,Filter,11/27/2015
3b11,Filter,NA
4b11,Filter,NA
5h21,Filter,11/29/2015
6h21,Filter,12/1/2015
7h21,Filter,11/27/2015
8h21,Filter,12/3/2015
